recipient_uei,full_addy,recipient_CAGE,recipient_name,recipient_dba,phys_address_01,phys_address_02,phys_address_city,phys_address_st,phys_address_ZIP,phys_address_ZIP2,phys_address_country,phys_address_cong_dist,recipient_url,entity_structure,bus_type_counter,bus_type_string,primary_NAICS,NAICS_code_counter,NAICS_code_string,PSC_code_counter,PSC_code_string,street,city,state,postalcode,lat,long,full_address
C11FW9DW7PG8,735 RANDOLPH ST SUITE 501 DETROIT MI 48226,96K59,GREAT LAKES WATER AUTHORITY,NA,735 RANDOLPH ST,SUITE 501,DETROIT,MI,48226,2830,USA,13,NA,2A,0002,12~C6,NA,0000,NA,0000,NA,735 RANDOLPH ST,DETROIT,MI,48226,42.33271705,-83.04421529611743,NA
C126SATLEZE9,6161 W CHARLESTON BLVD NA LAS VEGAS NV 89146,54LQ5,NEVADA DEPARTMENT OF HEALTH AND HUMAN SERVICES,SOUTHERN NEVADA ADULT MENTAL HEALTH SERVICES,6161 W CHARLESTON BLVD,NA,LAS VEGAS,NV,89146,1126,USA,04,NA,2A,0002,2F~80,NA,0000,NA,0000,NA,6161 W CHARLESTON BLVD,LAS VEGAS,NV,89146,36.1574557,-115.2266091,NA
C12XMLDYDN94,1932 US HIGHWAY 87 E NA BILLINGS MT 59101,5J0V9,LOCKWOOD SCHOOL DISTRICT 26,NA,1932 US HIGHWAY 87 E,NA,BILLINGS,MT,59101,6651,USA,02,www.lockwoodschool.org,2A,0002,12~H6,923110,0001,923110N,0000,NA,1932 US HIGHWAY 87 E,BILLINGS,MT,59101,45.7970128,-108.4364071,NA
C13DF16LC3H4,1000 SPRING GARDEN ST NA GREENSBORO NC 27412,09GC3,UNIVERSITY OF NORTH CAROLINA AT GREENSBORO,NA,1000 SPRING GARDEN ST,NA,GREENSBORO,NC,27412,5068,USA,06,http://www.uncg.edu/,2A,0003,2F~M8~OH,611310,0002,541611N~611310N,0004,AF11~AF12~R405~R410,1000 SPRING GARDEN ST,GREENSBORO,NC,27412,36.0660225,-79.8096335,NA
C15FN5MHT496,760 MILITARY HWY NA MINNEAPOLIS MN 55450,1TK88,"AIR FORCE, UNITED STATES DEPARTMENT OF THE",MSPAF LODGING,760 MILITARY HWY,NA,MINNEAPOLIS,MN,55450,2100,USA,05,NA,2A,0002,2R~NG,713990,0001,713990N,0000,NA,760 MILITARY HWY,MINNEAPOLIS,MN,55450,44.896240285714285,-93.2135118979592,NA
C16JPHACBSZ4,2000 BOBBY FOSTER RD SE NA ALBUQUERQUE NM 87105,5R1N3,THE INTERNATIONAL SCHOOL AT MEFA DEL SOL,NA,2000 BOBBY FOSTER RD SE,NA,ALBUQUERQUE,NM,87105,NA,USA,00,www.tisnm.org,2A,0002,12~H6,NA,0000,NA,0000,NA,2000 BOBBY FOSTER RD SE,ALBUQUERQUE,NM,87105,34.9894199,-106.6236592071123,NA
C16RUE5AZTK4,8040 S 6TH ST NA OAK CREEK WI 53154,5XGA7,"OAK CREEK, CITY OF",NA,8040 S 6TH ST,NA,OAK CREEK,WI,53154,2996,USA,01,www.oakcreekwi.gov,2A,0005,12~C6~C8~KM~UD,NA,0000,NA,0000,NA,8040 S 6TH ST,OAK CREEK,WI,53154,42.8984372,-87.91777730588402,NA
C172TQML5G99,195 N 1950 W NA SALT LAKE CITY UT 84116,3LRJ4,UTAH DEPARTMENT OF HEALTH AND HUMAN SERVICES,NA,195 N 1950 W,NA,SALT LAKE CITY,UT,84116,3100,USA,02,dhhs.utah.gov,2A,0001,2F,921190,0002,921190N~923120N,0000,NA,195 N 1950 W,SALT LAKE CITY,UT,84116,40.77441445,-111.94825627943185,NA
C18DN9HZPTS3,516 3RD AVE NA SEATTLE WA 98104,5MWW7,KING COUNTY,NA,516 3RD AVE,NA,SEATTLE,WA,98104,2385,USA,07,NA,2A,0002,12~C7,NA,0000,NA,0000,NA,516 3RD AVE,SEATTLE,WA,98104,47.6026438,-122.33052689708438,NA
C18EXN8UCBF8,1300 PERDIDO ST NA NEW ORLEANS LA 70112,34RP9,CITY OF NEW ORLEANS NORD,NA,1300 PERDIDO ST,NA,NEW ORLEANS,LA,70112,2128,USA,02,NA,2A,0003,12~C6~C8,926110,0002,921190N~926110N,0000,NA,1300 PERDIDO ST,NEW ORLEANS,LA,70112,29.95213155,-90.07729185460067,NA
C1CBFUQ7ZFF6,777 N MERIDIAN ST SUITE 300 INDIANAPOLIS IN 46204,666Q0,INDIANA STATE APPROVING AGENCY,NA,777 N MERIDIAN ST,SUITE 300,INDIANAPOLIS,IN,46204,1421,USA,07,NA,2A,0001,2F,NA,0000,NA,0000,NA,777 N MERIDIAN ST,INDIANAPOLIS,IN,46204,39.77765136734693,-86.15757463265307,NA
C1FKM7WYGH98,913 RICHFIELD RD NA PLACENTIA CA 92870,4X0Q5,YORBA LINDA WATER DISTRICT,NA,913 RICHFIELD RD,NA,PLACENTIA,CA,92870,6733,USA,45,http://www.ylwd.com,2A,0002,12~MG,NA,0000,NA,0000,NA,913 RICHFIELD RD,PLACENTIA,CA,92870,33.86502088459602,-117.826034653621,NA
C1HKXLMX6M65,1511 COLORADO ST NA AUSTIN TX 78701,443W9,HISTORICAL COMMISSION TEXAS,NA,1511 COLORADO ST,NA,AUSTIN,TX,78701,1664,USA,37,www.thc.texas.gov,2A,0001,2F,NA,0000,NA,0000,NA,1511 COLORADO ST,AUSTIN,TX,78701,30.2780117,-97.7404023,NA
C1LXK4M5F2B7,3919 N ROCKWELL AVE NA BETHANY OK 73008,7A0C4,BETHANY FIRE DEPARTMENT,NA,3919 N ROCKWELL AVE,NA,BETHANY,OK,73008,3356,USA,05,NA,2A,0002,12~C8,NA,0000,NA,0000,NA,3919 N ROCKWELL AVE,BETHANY,OK,73008,35.510794209302325,-97.636727,NA
C1N9J5E3PR89,1500 BROADWAY FL 6 LUBBOCK TX 79401,5A0F5,"LUBBOCK ECONOMIC DEVELOPMENT ALLIANCE, INC.",LEDA,1500 BROADWAY,FL 6,LUBBOCK,TX,79401,3117,USA,19,NA,2A,0003,12~C8~H2,NA,0000,NA,0000,NA,1500 BROADWAY,LUBBOCK,TX,79401,33.5849052,-101.8517696,NA
C1PSQ1K3MKX5,1770 ASHLAND AVE NA BALTIMORE MD 21205,3E1K4,MARYLAND DEPARTMENT OF HEALTH,MARYLAND DEPARTMENT OF HEALTH LABORATORIES ADMINISTRATION,1770 ASHLAND AVE,NA,BALTIMORE,MD,21205,1529,USA,07,https://health.maryland.gov/laboratories/Pages/-About-The-Labs.aspx,2A,0001,2F,923120,0001,923120N,0000,NA,1770 ASHLAND AVE,BALTIMORE,MD,21205,39.30077,-76.5931096,NA
C1X1LF1EY5M9,333 MARCUS AVE NA NEW HYDE PARK NY 11040,6YUF1,GARDEN CITY PARK WATER & FIRE DISTRICT,NA,333 MARCUS AVE,NA,NEW HYDE PARK,NY,11040,3400,USA,03,NA,2A,0004,12~C6~C7~ZR,NA,0000,NA,0000,NA,333 MARCUS AVE,NEW HYDE PARK,NY,11040,40.74983585,-73.67242374405461,NA
C1ZBNEXGL9L8,9000 E CHAPARRAL RD NA SCOTTSDALE AZ 85256,35QM5,MARICOPA COUNTY COMMUNITY COLLEGE DISTRICT,NA,9000 E CHAPARRAL RD,NA,SCOTTSDALE,AZ,85256,2625,USA,01,NA,2A,0005,12~C7~GW~M8~OH,NA,0000,NA,0000,NA,9000 E CHAPARRAL RD,SCOTTSDALE,AZ,85256,33.5119416,-111.88270684508473,NA
C223CA8FME86,4824 HOMESTEAD RD NA FORT WAYNE IN 46814,4E1B4,METROPOLITAN SCHOOL DISTRICT SOUTHWEST A,NA,4824 HOMESTEAD RD,NA,FORT WAYNE,IN,46814,5461,USA,03,http://www.sacs.k12.in.us,2A,0003,12~2F~H6,611110,0001,611110N,0000,NA,4824 HOMESTEAD RD,FORT WAYNE,IN,46814,41.0391369,-85.2851795,NA
C26FCTUN91C7,641 LEXINGTON AVE FL 4 NEW YORK NY 10022,5GPZ6,NEW YORK STATE HOUSING FINANCE AGENCY,NA,641 LEXINGTON AVE,FL 4,NEW YORK,NY,10022,4503,USA,12,http://www.nyshcr.org/,2A,0002,2F~8B,NA,0000,NA,0000,NA,641 LEXINGTON AVE,NEW YORK,NY,10022,40.758877,-73.96964409512756,NA
C2FPQ758BZ61,201 S 1460 E RM 175 SALT LAKE CITY UT 84112,3YRH4,UNIVERSITY OF UTAH,INCOME ACCOUNTING,201 S 1460 E,RM 175,SALT LAKE CITY,UT,84112,9054,USA,01,NA,2A,0003,2F~M8~OH,611310,0001,611310N,0000,NA,201 S 1460 E,SALT LAKE CITY,UT,84112,40.7661832,-111.8482505,NA
C2KAL6NFU577,320 W 25TH ST FL 3 NA CHEYENNE WY 82001,4F1G2,STATE OF WYOMING FIRE PREVENTION AND ELECTRICAL,NA,320 W 25TH ST FL 3,NA,CHEYENNE,WY,82001,3069,USA,00,NA,2A,0001,2F,922160,0001,922160N,0000,NA,320 W 25TH ST FL 3,CHEYENNE,WY,82001,41.16286715,-104.7873610751723,NA
C2XKJWGLDSG5,1630 METROPOLITAN PKWY SW NA ATLANTA GA 30310,3MTX6,"ATLANTA METROPOLITAN COLLEGE FOUNDATION, INC.",ATLANTA METROPOLITAN COLLEGE,1630 METROPOLITAN PKWY SW,NA,ATLANTA,GA,30310,4448,USA,05,http://www.atlm.edu,2A,0003,1A~2F~M8,NA,0000,NA,0000,NA,1630 METROPOLITAN PKWY SW,ATLANTA,GA,30310,33.709279050000006,-84.40539905278365,NA
C2ZUDYJ8DNH5,450 CLARKSON AVE NA BROOKLYN NY 11203,0MYM4,STATE UNIVERSITY OF NEW YORK HEALTH SCIE,NA,450 CLARKSON AVE,NA,BROOKLYN,NY,11203,2012,USA,09,NA,2A,0001,2F,611310,0001,611310N,0000,NA,450 CLARKSON AVE,BROOKLYN,NY,11203,40.6553702,-73.9450773,NA
C31UYSSN1ZU4,800 OAK AVE NA WYOMING OH 45215,70XD9,WYOMING CUSTOMER SVC-FINANCE,NA,800 OAK AVE,NA,WYOMING,OH,45215,2720,USA,08,NA,2A,0002,12~C8,NA,0000,NA,0000,NA,800 OAK AVE,WYOMING,OH,45215,39.23158055,-84.46465740450668,NA
C35LU4T4MCX7,107 S DRIVER ST NA DURHAM NC 27703,5PFR5,DURHAM COMMUNITY CHARTER SCHOOL,MAUREEN JOY CHARTER SCHOOL,107 S DRIVER ST,NA,DURHAM,NC,27703,4133,USA,04,www.joycharter.org,2A,0002,12~H6,611110,0001,611110N,0001,U099,107 S DRIVER ST,DURHAM,NC,27703,35.9852175,-78.87726720419568,NA
C398QKGDKC74,665 MADISON AVE NA MEMPHIS TN 38103,8ZKA0,THE INFLUENCE 1 FOUNDATION,INFLUENCE1,665 MADISON AVE,NA,MEMPHIS,TN,38103,3307,USA,09,www.influence1.org,2A,0002,2F~BZ,NA,0000,NA,0000,NA,665 MADISON AVE,MEMPHIS,TN,38103,35.14132818600529,-90.03870162165185,NA
C3A1J66ML645,1401 EAST UNIVERSITY BOULEVARD NA TUCSON AZ 85721,1QVT2,UNIVERSITY OF ARIZONA,NA,1401 EAST UNIVERSITY BOULEVARD,NA,TUCSON,AZ,85721,0001,USA,07,NA,2A,0003,2F~M8~OH,611310,0001,611310N,0000,NA,1401 EAST UNIVERSITY BOULEVARD,TUCSON,AZ,85721,32.2327511,-110.95094565352385,NA
C3DCPZ2KYUM1,2820 S MINNESOTA AVE NA SIOUX FALLS SD 57105,6JDG5,CITY OF SIOUX FALLS,NA,2820 S MINNESOTA AVE,NA,SIOUX FALLS,SD,57105,4735,USA,00,http://www.siouxfalls.org,2A,0002,12~C8,NA,0000,NA,0000,NA,2820 S MINNESOTA AVE,SIOUX FALLS,SD,57105,43.51914827902228,-96.7311397757641,NA
C3KXNLTAAY98,7703 FLOYD CURL DR NA SAN ANTONIO TX 78229,0NJ12,THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO,NA,7703 FLOYD CURL DR,NA,SAN ANTONIO,TX,78229,3901,USA,20,http://www.uthscsa.edu,2A,0004,2F~GW~M8~OH,611310,0007,541714N~541715E~541720N~541990N~611310N~611519E~621511N,0000,NA,7703 FLOYD CURL DR,SAN ANTONIO,TX,78229,29.5048654,-98.57612786342676,NA
C3LEWKUE6LX5,1776 N LAS PALMAS AVE NA LOS ANGELES CA 90028,69HM1,NEW VISION ASSETS INC,NA,1776 N LAS PALMAS AVE,NA,LOS ANGELES,CA,90028,4861,USA,30,NA,2A,0003,12~8B~C8,NA,0000,NA,0000,NA,1776 N LAS PALMAS AVE,LOS ANGELES,CA,90028,34.103974,-118.336049,NA
C45JJGYLP8G5,1124 S INTERSTATE 35 NA AUSTIN TX 78704,333V0,HOUSING AUTHORITY OF THE CITY OF AUSTIN,NA,1124 S INTERSTATE 35,NA,AUSTIN,TX,78704,2614,USA,37,http://www.hacanet.org,2A,0005,12~8B~C8~MG~ZR,NA,0000,NA,0000,NA,1124 S INTERSTATE 35,AUSTIN,TX,78704,30.2462239,-97.7365594063536,NA
C488UNX41KN9,100 CAMBRIDGE ST NA BOSTON MA 02114,6WSV7,DEPARTMENT OF FISH & GAME,NA,100 CAMBRIDGE ST,NA,BOSTON,MA,02114,2509,USA,08,http://www.mass.gov/eea/agencies/dfg/der/,2A,0001,2F,NA,0000,NA,0000,NA,100 CAMBRIDGE ST,BOSTON,MA,02114,42.36052325,-71.06262770275085,NA
C4CJPXNY9F81,9601 RIDGEHAVEN CT NA SAN DIEGO CA 92123,4EUD9,CITY OF SAN DIEGO,NA,9601 RIDGEHAVEN CT,NA,SAN DIEGO,CA,92123,1686,USA,51,NA,2A,0002,12~C8,NA,0000,NA,0000,NA,9601 RIDGEHAVEN CT,SAN DIEGO,CA,92123,32.82032585,-117.12175908383364,NA
C4F8R9JMBJ63,126 S STATE ST NA WESTERVILLE OH 43081,8GES9,WESTERVILLE PUBLIC LIBRARY,NA,126 S STATE ST,NA,WESTERVILLE,OH,43081,2029,USA,03,NA,2A,0001,2F,NA,0000,NA,0000,NA,126 S STATE ST,WESTERVILLE,OH,43081,40.12293025,-82.9294160728933,NA
C4HEG4KGWD41,7777 S MAY AVE NA OKLAHOMA CITY OK 73159,41DN8,OKLAHOMA CITY COMMUNITY COLLEGE,OKLAHOMA CITY COMMUNITY COLLEGE,7777 S MAY AVE,NA,OKLAHOMA CITY,OK,73159,4419,USA,03,http://www.occc.edu,2A,0003,2F~M8~OH,611310,0001,611310N,0001,U009,7777 S MAY AVE,OKLAHOMA CITY,OK,73159,35.38837825,-97.56959714336573,NA
C4VFMB6LLMK5,1980 W BROAD ST NA COLUMBUS OH 43223,54GG4,RAIL DEVELOPMENT COMMISSION OHIO,NA,1980 W BROAD ST,NA,COLUMBUS,OH,43223,1102,USA,15,rail.ohio.gov,2A,0001,2F,NA,0000,NA,0000,NA,1980 W BROAD ST,COLUMBUS,OH,43223,39.95912825,-83.0544920754491,NA
C54LC7CTL7M5,13356 ELDRIDGE AVE NA SYLMAR CA 91342,38ZF4,LOS ANGELES COMMUNITY COLLEGE DIST,NA,13356 ELDRIDGE AVE,NA,SYLMAR,CA,91342,3200,USA,29,NA,2A,0007,12~1A~2F~GW~H6~M8~OH,611210,0001,611210N,0001,U009,13356 ELDRIDGE AVE,SYLMAR,CA,91342,34.31486085,-118.4189764078925,NA
C589CLZSR4J7,3390 UNIVERSITY AVE STE 200 RIVERSIDE CA 92501,5A0C4,WESTERN RIVERSIDE COUNCIL OF GOVERNMENTS,NA,3390 UNIVERSITY AVE,STE 200,RIVERSIDE,CA,92501,3314,USA,39,http://www.wrcog.us,2A,0003,12~MG~UD,NA,0000,NA,0000,NA,3390 UNIVERSITY AVE,RIVERSIDE,CA,92501,33.98016496646358,-117.37087579832496,NA
C5DUWMBQ4A54,2 HAUSEL RD NA WILMINGTON DE 19801,9AT59,DIAMOND STATE PORT,NA,2 HAUSEL RD,NA,WILMINGTON,DE,19801,5864,USA,00,http://diamondstateportcorp.com/,2A,0001,2F,926120,0001,926120N,0000,NA,2 HAUSEL RD,WILMINGTON,DE,19801,39.716796,-75.528696,NA
C5KCPGMW61K3,7525 W GREENFIELD AVE NA WEST ALLIS WI 53214,3SMG1,CITY OF WEST ALLIS,NA,7525 W GREENFIELD AVE,NA,WEST ALLIS,WI,53214,4648,USA,04,http://www.westalliswi.gov,2A,0004,12~8B~C8~H2,921190,0008,621610N~621910N~621999N~921190N~922160N~923120N~923140N~925110N,0000,NA,7525 W GREENFIELD AVE,WEST ALLIS,WI,53214,43.0160834,-88.00656359742034,NA
C6EMMWL56TC7,1201 E 7TH AVE NA TAMPA FL 33605,3ELZ8,HILLSBOROUGH TRANSIT AUTHORITY,NA,1201 E 7TH AVE,NA,TAMPA,FL,33605,3502,USA,14,http://www.gohart.org,2A,0005,12~C7~C8~TW~ZR,NA,0000,NA,0000,NA,1201 E 7TH AVE,TAMPA,FL,33605,27.960193545454544,-82.44607804040405,NA
C6QUF1FP1HK8,505 AVE MUNOZ RIVERA NA SAN JUAN PR 00918,54ER7,PUERTO RICO DEPARTMENT OF LABOR & HUMAN RESOURCES,NA,505 AVE MUNOZ RIVERA,NA,SAN JUAN,PR,00918,3352,USA,98,NA,2A,0001,2F,926150,0001,926150N,0000,NA,505 AVE MUNOZ RIVERA,SAN JUAN,PR,00918,18.41575274489796,-66.05688369387755,NA
C6VRETBHZFH5,320 N MERIDIAN ST STE 920 INDIANAPOLIS IN 46204,6HVB3,CENTRAL INDIANA REGIONAL TRANSPORTATION AUTHORITY,NA,320 N MERIDIAN ST,STE 920,INDIANAPOLIS,IN,46204,1727,USA,07,www.cirta.us,2A,0003,12~TW~ZR,NA,0000,NA,0000,NA,320 N MERIDIAN ST,INDIANAPOLIS,IN,46204,39.7719344,-86.1582579,NA
C6YYG39BEUM9,4350 OTAY MESA RD NA SAN YSIDRO CA 92173,5T7W5,SAN YSIDRO SCHOOLS PUBLIC FINANCING CORPORATION,SAN YSIDRO SCHOOL DISTRICT,4350 OTAY MESA RD,NA,SAN YSIDRO,CA,92173,1617,USA,52,NA,2A,0004,12~GW~H6~M8,NA,0000,NA,0000,NA,4350 OTAY MESA RD,SAN YSIDRO,CA,92173,32.562186,-117.04020907378404,NA
C7AYDVC36LX5,5487 N 99TH AVE NA GLENDALE AZ 85305,4ZSD6,WESTERN MARICOPA EDUCATION CENTER,NA,5487 N 99TH AVE,NA,GLENDALE,AZ,85305,2202,USA,09,NA,2A,0004,12~H6~M8~OH,NA,0000,NA,0000,NA,5487 N 99TH AVE,GLENDALE,AZ,85305,33.514793522210105,-112.27231552261826,NA
C7C1LKYWKFH3,18401 N 32ND ST NA PHOENIX AZ 85032,35QL8,MARICOPA COUNTY COMMUNITY COLLEGE DISTRICT,PARADISE VALLEY COMMUNITY COLLEGE,18401 N 32ND ST,NA,PHOENIX,AZ,85032,1210,USA,01,NA,2A,0004,12~C7~M8~OH,611210,0001,611210N,0001,B529,18401 N 32ND ST,PHOENIX,AZ,85032,33.65264405,-112.01097745151564,NA
C7FPSR6942K6,304 TEXAS AVE STE 1600 EL PASO TX 79901,3SDV0,"HOUSING AUTHORITY OF THE CITY OF EL PASO, TEXAS",NA,304 TEXAS AVE,STE 1600,EL PASO,TX,79901,1737,USA,16,www.ephome.org,2A,0003,12~8B~C6,925110,0001,925110N,0000,NA,304 TEXAS AVE,EL PASO,TX,79901,31.759532784140077,-106.48623801270338,NA
C7NNHPDGMLX9,400 E JACKSON ST NA RICHMOND VA 23219,1G1D4,"HEALTH, VIRGINIA STATE DEPARTMENT OF",NA,400 E JACKSON ST,NA,RICHMOND,VA,23219,1438,USA,04,NA,2A,0002,2F~2U,923120,0001,923120N,0000,NA,400 E JACKSON ST,RICHMOND,VA,23219,37.5473033,-77.43405072972973,NA
C85JZKKJBD35,1885 N 3RD ST NA BATON ROUGE LA 70802,47K44,LOUISIANA DEPARTMENT OF JUSTICE,NA,1885 N 3RD ST,NA,BATON ROUGE,LA,70802,5146,USA,02,NA,2A,0001,2F,NA,0000,NA,0000,NA,1885 N 3RD ST,BATON ROUGE,LA,70802,30.46376945,-91.18655662145184,NA
C8F3CY5MLJE8,300 N STATE ST NA JACKSON MS 39201,6NR01,JACKSON HINDS LIBRARY SYSTEM,NA,300 N STATE ST,NA,JACKSON,MS,39201,1705,USA,02,http://jhlibrary.org,2A,0004,12~C6~C7~C8,611710,0002,611691N~611710N,0000,NA,300 N STATE ST,JACKSON,MS,39201,32.301473,-90.179938,NA
C8USBK5DLRF2,6000 MAIN ST SW NA LAKEWOOD WA 98499,4A6D5,CITY OF LAKEWOOD,NA,6000 MAIN ST SW,NA,LAKEWOOD,WA,98499,5027,USA,10,https://www.cityoflakewood.us/,2A,0005,12~C6~C8~HQ~MG,NA,0000,NA,0000,NA,6000 MAIN ST SW,LAKEWOOD,WA,98499,47.16145575,-122.51555294611134,NA
C936PHWFBB23,951 S BALLARD AVE NA WYLIE TX 75098,5FAH4,WYLIE INDEPENDENT SCHOOL DISTRICT,NA,951 S BALLARD AVE,NA,WYLIE,TX,75098,4175,USA,03,www.wylieisd.net,2A,0002,12~H6,611110,0001,611110N,0000,NA,951 S BALLARD AVE,WYLIE,TX,75098,33.00478195368299,-96.540251083145,NA
C989JJACBLZ6,5093 MURFREESBORO RD NA LA VERGNE TN 37086,4NWB4,CITY OF LA VERGNE,CITY OF LA VERGNE CITY HALL,5093 MURFREESBORO RD,NA,LA VERGNE,TN,37086,2706,USA,04,www.lavergnetn.gov,2A,0004,12~8B~C8~KM,NA,0000,NA,0000,NA,5093 MURFREESBORO RD,LA VERGNE,TN,37086,36.0220223,-86.58027123816028,NA
C9M5M9BW5HJ4,110 W WALNUT ST NA BELTON MO 64012,4BHF2,BELTON SCHOOL DISTRICT,BELTON USD,110 W WALNUT ST,NA,BELTON,MO,64012,4808,USA,04,NA,2A,0002,12~H6,NA,0000,NA,0000,NA,110 W WALNUT ST,BELTON,MO,64012,38.80923310204082,-94.53611110204082,NA
C9SCNNATMWF6,6503 W COMMERCE ST NA SAN ANTONIO TX 78227,6REX4,SAN ANTONIO HOUSING AUTHORITY,REAGAN WEST APARTMENTS,6503 W COMMERCE ST,NA,SAN ANTONIO,TX,78227,1522,USA,20,NA,2A,0003,12~8B~MG,NA,0000,NA,0000,NA,6503 W COMMERCE ST,SAN ANTONIO,TX,78227,29.43423347196482,-98.59012349796454,NA
C9TGEXASVTB5,903 S VIRLEE ST NA SANTA ANA CA 92704,81UY2,"LEO'S ON WHEELS, LLC",LEOS ON WHEELS LLC,903 S VIRLEE ST,NA,SANTA ANA,CA,92704,2035,USA,46,NA,2A,0001,2F,722330,0003,624210N~722310N~722330N,0006,3605~7310~7360~8910~8945~H173,903 S VIRLEE ST,SANTA ANA,CA,92704,33.73564435,-117.93038280083746,NA
C9V3LX1MZ548,1650 HUMBOLDT AVE NA SAINT PAUL MN 55118,715U7,SOUTH METRO FIRE DEPARTMENT,NA,1650 HUMBOLDT AVE,NA,SAINT PAUL,MN,55118,3905,USA,02,NA,2A,0002,12~C8,NA,0000,NA,0000,NA,1650 HUMBOLDT AVE,SAINT PAUL,MN,55118,44.926275,-93.085108,NA
C9VSHGHNKGQ6,540 CEDAR ST NA SAINT PAUL MN 55101,3X6T7,MINNESOTA DEPARTMENT OF HUMAN SERVICES,MN DEPT OF HUMAN SERVICES,540 CEDAR ST,NA,SAINT PAUL,MN,55101,2208,USA,04,http://mn.gov/dhs/,2A,0001,2F,923120,0003,524114N~923120N~923130N,0003,G007~G099~Q519,540 CEDAR ST,SAINT PAUL,MN,55101,44.9509666,-93.09685301701607,NA
CAYWEKK279P7,975 N POST RD NA INDIANAPOLIS IN 46219,603K3,METROPOLITAN SCHOOL DISTRICT OF WARREN TOWNSHIP,NA,975 N POST RD,NA,INDIANAPOLIS,IN,46219,5545,USA,07,NA,2A,0002,12~H6,NA,0000,NA,0000,NA,975 N POST RD,INDIANAPOLIS,IN,46219,39.7815806,-86.008607,NA
CBCMRLXMUWC1,1700 NE 4TH ST NA OKLAHOMA CITY OK 73117,374K2,OKLAHOMA CITY HOUSING AUTHORITY,NA,1700 NE 4TH ST,NA,OKLAHOMA CITY,OK,73117,3800,USA,05,NA,2A,0003,12~8B~C8,925110,0001,925110N,0000,NA,1700 NE 4TH ST,OKLAHOMA CITY,OK,73117,35.4713719,-97.467639,NA
CBE4JHP1S8H7,4822 MADISON YARDS WAY NA MADISON WI 53705,03AT3,WISCONSIN DEPARTMENT OF TRANSPORTATION,NA,4822 MADISON YARDS WAY,NA,MADISON,WI,53705,9100,USA,02,NA,2A,0001,2F,921190,0001,921190N,0000,NA,4822 MADISON YARDS WAY,MADISON,WI,53705,43.0744306,-89.4606363,NA
CBN7RXMGJGM7,321 N MAIN ST NA HUTCHINS TX 75141,5Q8F9,CITY OF HUTCHINS,CITY OF HUTCHINS,321 N MAIN ST,NA,HUTCHINS,TX,75141,3068,USA,30,http://cityofhutchins.org/,2A,0003,12~C8~UD,NA,0000,NA,0000,NA,321 N MAIN ST,HUTCHINS,TX,75141,32.649611740250926,-96.71330984093191,NA
CCE6K59H9JF5,450 N ST NA SACRAMENTO CA 95814,87GS3,CALIFORNIA DEPARTMENT OF TAX & FEE ADMINISTRATION,NA,450 N ST,NA,SACRAMENTO,CA,95814,4311,USA,07,https://www.cdtfa.ca.gov/,2A,0001,2F,525920,0001,525920N,0000,NA,450 N ST,SACRAMENTO,CA,95814,38.57772924489796,-121.5027026122449,NA
CCFZXKJ64E69,1594 W NORTH TEMPLE STE 3520 SALT LAKE CITY UT 84116,3FVD2,UTAH DEPARTMENT OF NATURAL RESOURCES,DIVISION OF FORESTRY,1594 W NORTH TEMPLE,STE 3520,SALT LAKE CITY,UT,84116,3154,USA,02,NA,2A,0001,2F,NA,0000,NA,0000,NA,1594 W NORTH TEMPLE,SALT LAKE CITY,UT,84116,40.7722166,-111.93661429410828,NA
CCMPSYZB4KK8,2200 E 42ND AVE NA ANCHORAGE AK 99508,1W4U9,ALASKA DEPARTMENT OF TRANSPORTATION & PUBLIC FACILITIES,NA,2200 E 42ND AVE,NA,ANCHORAGE,AK,99508,5202,USA,00,NA,2A,0002,2F~TR,237310,0001,237310N,0000,NA,2200 E 42ND AVE,ANCHORAGE,AK,99508,61.18211715,-149.84102207630144,NA
CCPKNFBVF551,5910 SHINGLE CREEK PKWY NA BROOKLYN CENTER MN 55430,5BQF7,BROOKLYN CENTER SCHOOL DISTRICT,NA,5910 SHINGLE CREEK PKWY,NA,BROOKLYN CENTER,MN,55430,2322,USA,05,https://www.bccs286.org/,2A,0002,12~H6,NA,0000,NA,0000,NA,5910 SHINGLE CREEK PKWY,BROOKLYN CENTER,MN,55430,45.06273725,-93.31186850735818,NA
CCSNHNXC96N3,600 MARKET ST NA CHATTANOOGA TN 37402,4EZN0,COUNTY OF HAMILTON,NA,600 MARKET ST,NA,CHATTANOOGA,TN,37402,4808,USA,03,NA,2A,0002,12~C7,NA,0000,NA,0000,NA,600 MARKET ST,CHATTANOOGA,TN,37402,35.049561,-85.309442,NA
CCT7ZVLNB7J9,10 N BEMISTON AVE NA SAINT LOUIS MO 63105,354T4,CITY OF CLAYTON,NA,10 N BEMISTON AVE,NA,SAINT LOUIS,MO,63105,3304,USA,01,www.claytonmo.gov,2A,0002,12~C8,NA,0000,NA,0000,NA,10 N BEMISTON AVE,SAINT LOUIS,MO,63105,38.6507731,-90.3365690852639,NA
