recipient_uei,full_addy,recipient_CAGE,recipient_name,recipient_dba,phys_address_01,phys_address_02,phys_address_city,phys_address_st,phys_address_ZIP,phys_address_ZIP2,phys_address_country,phys_address_cong_dist,recipient_url,entity_structure,bus_type_counter,bus_type_string,primary_NAICS,NAICS_code_counter,NAICS_code_string,PSC_code_counter,PSC_code_string,street,city,state,postalcode,lat,long,full_address
DD8TMNNNK257,2800 N LINCOLN BLVD STE 150 NA OKLAHOMA CITY OK 73105,4GWP9,OKLAHOMA ARTS COUNCIL,NA,2800 N LINCOLN BLVD STE 150,NA,OKLAHOMA CITY,OK,73105,4207,USA,05,NA,2A,0001,2F,NA,0000,NA,0000,NA,NA,NA,NA,NA,35.497974,-97.5019052,"2800 N LINCOLN BLVD STE 150, OKLAHOMA CITY, OKLAHOMA CITY, OK, 73105"
DDAGCS65M6N7,4034 IRVING PL NA CULVER CITY CA 90232,53SD6,CULVER CITY UNIFIED SCHOOL DISTRICT,NA,4034 IRVING PL,NA,CULVER CITY,CA,90232,2810,USA,37,NA,2A,0002,12~H6,NA,0000,NA,0000,NA,NA,NA,NA,NA,34.0225077,-118.393829,"4034 IRVING PL, CULVER CITY, CULVER CITY, CA, 90232"
DDE7HD4E8PM6,5636 E MCDOWELL RD # M5101 PHOENIX AZ 85008,1KC41,ARIZONA DEPARTMENT OF EMERGENCY & MILITARY AFFAIRS,NA,5636 E MCDOWELL RD,# M5101,PHOENIX,AZ,85008,3455,USA,01,NA,2A,0001,2F,493190,0002,493190N~531190E,0000,NA,NA,NA,NA,NA,33.4664373,-111.9599861,"5636 E MCDOWELL RD, PHOENIX, PHOENIX, AZ, 85008"
DDKMAJAX2PE7,317 DECATUR ST NA NEW ORLEANS LA 70130,35PB7,CITY OF NEW ORLEANS,NA,317 DECATUR ST,NA,NEW ORLEANS,LA,70130,1023,USA,02,NA,2A,0002,12~C8,922160,0002,921190N~922160N,0000,NA,NA,NA,NA,NA,29.9542075,-90.0655166,"317 DECATUR ST, NEW ORLEANS, NEW ORLEANS, LA, 70130"
DDLELLN7HX45,3115 N SPOTTED RD NA SPOKANE WA 99224,5P9W7,GREAT NORTHERN SCHOOL,NA,3115 N SPOTTED RD,NA,SPOKANE,WA,99224,8921,USA,05,NA,2A,0002,12~H6,NA,0000,NA,0000,NA,NA,NA,NA,NA,47.6860679,-117.5196156,"3115 N SPOTTED RD, SPOKANE, SPOKANE, WA, 99224"
DDMCGU1DJMP6,4303 MEMORIAL WAY NA SEATTLE WA 98195,96Y77,UNIVERSITY OF WASHINGTON,THE BURKE MUSEUM,4303 MEMORIAL WAY,NA,SEATTLE,WA,98195,0001,USA,07,NA,2A,0003,2F~M8~OH,712110,0003,541720N~611310N~712110N,0003,B503~M1JA~X1JA,NA,NA,NA,NA,47.6604119,-122.3115425,"4303 MEMORIAL WAY, SEATTLE, SEATTLE, WA, 98195"
DDN8S4KCXU81,797 WESTMINSTER ST NA PROVIDENCE RI 02903,4FEC9,PROVIDENCE PUBLIC SCHOOLS,NA,797 WESTMINSTER ST,NA,PROVIDENCE,RI,02903,4018,USA,02,NA,2A,0002,12~H6,NA,0000,NA,0000,NA,NA,NA,NA,NA,41.817895300000004,-71.42137629999999,"797 WESTMINSTER ST, PROVIDENCE, PROVIDENCE, RI, 02903"
DDQ7YH9CJGM9,400 NE 50TH ST NA OKLAHOMA CITY OK 73105,4ATZ7,INSURANCE DEPARTMENT OKLAHOMA STATE,NA,400 NE 50TH ST,NA,OKLAHOMA CITY,OK,73105,1816,USA,05,NA,2A,0001,2F,NA,0000,NA,0000,NA,NA,NA,NA,NA,35.5220294,-97.5043664,"400 NE 50TH ST, OKLAHOMA CITY, OKLAHOMA CITY, OK, 73105"
DDQZNYJT6978,2507 FREMONT AVE N NA MINNEAPOLIS MN 55411,5JTQ4,MINNESOTA INTERNSHIP CENTER CHARTER SCHOOL,MNIC,2507 FREMONT AVE N,NA,MINNEAPOLIS,MN,55411,2078,USA,05,NA,2A,0002,12~H6,NA,0000,NA,0000,NA,NA,NA,NA,NA,45.0051102,-93.2961069,"2507 FREMONT AVE N, MINNEAPOLIS, MINNEAPOLIS, MN, 55411"
DE15DFYX2CS3,501 7TH ST NA WOLFFORTH TX 79382,4ECL2,FRENSHIP ISD,NA,501 7TH ST,NA,WOLFFORTH,TX,79382,2934,USA,19,http://www.frenship.net,2A,0002,12~H6,NA,0000,NA,0000,NA,NA,NA,NA,NA,33.50300310000001,-102.0113282,"501 7TH ST, WOLFFORTH, WOLFFORTH, TX, 79382"
DEA6NNBHBTV3,425 E 9TH ST NA RENO NV 89512,1GFJ9,WASHOE COUNTY SCHOOL DISTRICT,NA,425 E 9TH ST,NA,RENO,NV,89512,2800,USA,02,NA,2A,0002,12~H6,NA,0000,NA,0000,NA,NA,NA,NA,NA,39.5377951,-119.8099809,"425 E 9TH ST, RENO, RENO, NV, 89512"
DEA9N6MPELP1,224 WEST NINTH STREET NA SIOUX FALLS SD 57104,4AQS1,CITY OF SIOUX FALLS,NA,224 WEST NINTH STREET,NA,SIOUX FALLS,SD,57104,6407,USA,00,www.siouxfalls.org,2A,0003,12~C6~C8,NA,0000,NA,0000,NA,NA,NA,NA,NA,43.5477299,-96.7294232,"224 WEST NINTH STREET, SIOUX FALLS, SIOUX FALLS, SD, 57104"
DEJPWW7JLFQ7,420 WATSON POWELL JR WAY STE 200 DES MOINES IA 50309,63BH7,DES MOINES AREA METROPOLITAN PLANNING ORGANIZATION,NA,420 WATSON POWELL JR WAY,STE 200,DES MOINES,IA,50309,1611,USA,03,http://www.dmampo.org,2A,0003,12~MG~ZR,NA,0000,NA,0000,NA,NA,NA,NA,NA,41.589337,-93.62362259999999,"420 WATSON POWELL JR WAY, DES MOINES, DES MOINES, IA, 50309"
DEJVCC9AEEF3,1311 AVE FERNANDEZ JUNCOS FL 2 NA SAN JUAN PR 00909,628N0,FONDO DE INNOVACION PARA EL DESARROLLO AGRICOLA DE PUERTO RICO,NA,1311 AVE FERNANDEZ JUNCOS FL 2,NA,SAN JUAN,PR,00909,2520,USA,98,NA,2A,0001,2F,NA,0000,NA,0000,NA,NA,NA,NA,NA,18.4475238,-66.0728866,"1311 AVE FERNANDEZ JUNCOS FL 2, SAN JUAN, SAN JUAN, PR, 00909"
DEKKV2V7TA95,1 ASHBURTON PL RM 1305 NA BOSTON MA 02108,5WSQ1,"DISABILITY, MASSACHUSETTS OFFICE ON",NA,1 ASHBURTON PL RM 1305,NA,BOSTON,MA,02108,1518,USA,08,http://www.mass.gov/mod,2A,0001,2F,NA,0000,NA,0000,NA,NA,NA,NA,NA,42.359336,-71.06236,"1 ASHBURTON PL RM 1305, BOSTON, BOSTON, MA, 02108"
DEKQU1ZMTF89,600 W PEACHTREE ST NW NA ATLANTA GA 30308,43K06,GEORGIA DEPARTMENT OF TRANSPORTATION,NA,600 W PEACHTREE ST NW,NA,ATLANTA,GA,30308,3607,USA,05,www.dot.ga.gov,2A,0001,2F,488999,0001,488999N,0000,NA,NA,NA,NA,NA,33.7706862,-84.3866474,"600 W PEACHTREE ST NW, ATLANTA, ATLANTA, GA, 30308"
DENKZH7GEQY4,1127 W CENTRAL AVE NA TOLEDO OH 43610,48WT7,TOLEDO AREA REGIONAL TRANSIT AUTHORITY,NA,1127 W CENTRAL AVE,NA,TOLEDO,OH,43610,1062,USA,09,NA,2A,0002,2F~TW,485111,0001,485111N,0000,NA,NA,NA,NA,NA,41.6770383,-83.5699277,"1127 W CENTRAL AVE, TOLEDO, TOLEDO, OH, 43610"
DEP8HN43J238,200 N SPRING ST NA LOS ANGELES CA 90012,4YAM9,CITY OF LOS ANGELES,NA,200 N SPRING ST,NA,LOS ANGELES,CA,90012,3224,USA,34,NA,2A,0002,12~C8,NA,0000,NA,0000,NA,NA,NA,NA,NA,34.0537669,-118.2427557,"200 N SPRING ST, LOS ANGELES, LOS ANGELES, CA, 90012"
DERLA1LAC6H8,2700 W 15TH ST NA PLANO TX 75075,36NT7,PLANO INDEPENDENT SCHOOL DISTRICT,NA,2700 W 15TH ST,NA,PLANO,TX,75075,7524,USA,04,NA,2A,0002,12~H6,NA,0000,NA,0000,NA,NA,NA,NA,NA,33.0185011,-96.746062,"2700 W 15TH ST, PLANO, PLANO, TX, 75075"
DF8ENPT7L9M6,2700 FOOTHILL BLVD NA LA CRESCENTA CA 91214,8RLU1,CRESCENTA VALLEY WATER DISTRICT,NA,2700 FOOTHILL BLVD,NA,LA CRESCENTA,CA,91214,3590,USA,28,www.cvwd.com,2A,0002,12~MG,NA,0000,NA,0000,NA,NA,NA,NA,NA,34.2223062,-118.2377353,"2700 FOOTHILL BLVD, LA CRESCENTA, LA CRESCENTA, CA, 91214"
DFAMMXJFS5E3,116 MEETING ST NA CHARLESTON SC 29401,395N2,"CHARLESTON, CITY OF",NA,116 MEETING ST,NA,CHARLESTON,SC,29401,2216,USA,06,NA,2A,0004,12~C6~C8~UD,NA,0000,NA,0000,NA,NA,NA,NA,NA,32.777807,-79.93096840000001,"116 MEETING ST, CHARLESTON, CHARLESTON, SC, 29401"
DFAUNPBYQUS1,2520 E 12TH AVE NA SAINT PAUL MN 55109,4F0E8,INDEPENDENT SCHOOL DISTRICT 622,NA,2520 E 12TH AVE,NA,SAINT PAUL,MN,55109,2420,USA,04,http://www.isd622.org,2A,0002,12~H6,923110,0001,923110N,0001,U009,NA,NA,NA,NA,44.9537302,-93.0947254,"2520 E 12TH AVE, SAINT PAUL, SAINT PAUL, MN, 55109"
DFB2J9ENVNR5,1601 UNDERWOOD AVE NA WAUWATOSA WI 53213,6YH36,CITY OF WAUWATOSA,NA,1601 UNDERWOOD AVE,NA,WAUWATOSA,WI,53213,2634,USA,04,www.wauwatosa.net,2A,0002,12~C8,NA,0000,NA,0000,NA,NA,NA,NA,NA,43.0514716,-88.009018,"1601 UNDERWOOD AVE, WAUWATOSA, WAUWATOSA, WI, 53213"
DFGPY8NFL5H3,700 ADMINISTRATION DR NA LOUISVILLE KY 40209,0WB68,LOUISVILLE REGIONAL AIRPORT AUTHORITY,NA,700 ADMINISTRATION DR,NA,LOUISVILLE,KY,40209,1537,USA,03,http://www.flylouisville.com,2A,0002,2F~TR,488119,0001,488119N,0000,NA,NA,NA,NA,NA,38.18771419999999,-85.73774089999999,"700 ADMINISTRATION DR, LOUISVILLE, LOUISVILLE, KY, 40209"
DFJMHK81X832,181 ELLICOTT ST NA BUFFALO NY 14203,6ZTN7,NIAGARA FRONTIER TRANSPORTATION AUTHORITY,NA,181 ELLICOTT ST,NA,BUFFALO,NY,14203,2221,USA,26,http://www.nfta.com,2A,0002,2F~TW,488119,0001,488119N,0000,NA,NA,NA,NA,NA,42.8834398,-78.872013,"181 ELLICOTT ST, BUFFALO, BUFFALO, NY, 14203"
DGB2QNA9ACF8,141 W RENFRO ST NA BURLESON TX 76028,4SMT8,CITY OF BURLESON,NA,141 W RENFRO ST,NA,BURLESON,TX,76028,4261,USA,25,http://www.burlesontx.com,2A,0002,12~C8,NA,0000,NA,0000,NA,NA,NA,NA,NA,32.5426645,-97.322713,"141 W RENFRO ST, BURLESON, BURLESON, TX, 76028"
DP59PALDWKH5,200 PIEDMONT AVE SE FL TOWER NA ATLANTA GA 30334,6EKA7,DEPARTMENT OF BEHAVIORAL HEALTH AND DEVELOPMENTAL DISABILITIES,NA,200 PIEDMONT AVE SE FL TOWER,NA,ATLANTA,GA,30334,9032,USA,05,http://dbhdd.georgia.gov/,2A,0001,2F,NA,0000,NA,0000,NA,NA,NA,NA,NA,33.7493927,-84.3864471,"200 PIEDMONT AVE SE FL TOWER, ATLANTA, ATLANTA, GA, 30334"
DRAHXMKV2ZF4,14200 PECAN PARK RD NA JACKSONVILLE FL 32218,3BDC2,JACKSONVILLE AVIATION AUTHORITY,NA,14200 PECAN PARK RD,NA,JACKSONVILLE,FL,32218,9410,USA,04,www.flyjacksonville.com,2A,0004,12~C7~C8~TR,488119,0001,488119N,0000,NA,NA,NA,NA,NA,30.4840011,-81.6790618,"14200 PECAN PARK RD, JACKSONVILLE, JACKSONVILLE, FL, 32218"
DVKFALW5QVH5,1825 SHAFTER RD NA BAKERSFIELD CA 93313,69AC6,GENERAL SHAFTER SCHOOL DIST,NA,1825 SHAFTER RD,NA,BAKERSFIELD,CA,93313,9794,USA,20,NA,2A,0002,12~H6,NA,0000,NA,0000,NA,NA,NA,NA,NA,35.2223586,-119.023391,"1825 SHAFTER RD, BAKERSFIELD, BAKERSFIELD, CA, 93313"
DVPNBAKAAER1,70 W HEDDING ST FL 9 NA SAN JOSE CA 95110,492H1,COUNTY OF SANTA CLARA,COUNTY COUNSEL,70 W HEDDING ST FL 9,NA,SAN JOSE,CA,95110,1705,USA,18,https://www.sccgov.org/sites/scc/Documents/home.html,2A,0002,12~C7,922130,0001,922130N,0000,NA,NA,NA,NA,NA,37.352127,-121.9042434,"70 W HEDDING ST FL 9, SAN JOSE, SAN JOSE, CA, 95110"
DZ3RHBHZPZY9,2700 E 18TH ST STE 155B NA KANSAS CITY MO 64127,4SHC4,KIPP KANSAS CITY,NA,2700 E 18TH ST STE 155B,NA,KANSAS CITY,MO,64127,2602,USA,05,http://www.kippendeavor.org,2A,0005,12~1A~GW~H6~M8,NA,0000,NA,0000,NA,NA,NA,NA,NA,39.0916421,-94.5506759,"2700 E 18TH ST STE 155B, KANSAS CITY, KANSAS CITY, MO, 64127"
EBFJFD2HXD79,500 GRISWOLD ST FL 14 NA DETROIT MI 48226,3S0B7,COUNTY OF WAYNE,NA,500 GRISWOLD ST FL 14,NA,DETROIT,MI,48226,3480,USA,13,https://www.waynecounty.com/,2A,0002,12~C7,921190,0014,221320N~921130N~921140N~921190N~922110N~922120N~922140N~922190N~923120N~924110N~925110N~925120N~926110N~926150N,0000,NA,NA,NA,NA,NA,42.3295267,-83.0460804,"500 GRISWOLD ST FL 14, DETROIT, DETROIT, MI, 48226"
ECB6EG2KH3P6,220 WILLIAM T MORRISSEY BLVD NA BOSTON MA 02125,4YTX3,MASSACHUSETTS HISTORICAL SOCIETY,NA,220 WILLIAM T MORRISSEY BLVD,NA,BOSTON,MA,02125,3314,USA,08,NA,2A,0001,2F,NA,0000,NA,0000,NA,NA,NA,NA,NA,42.31479179999999,-71.04710039999999,"220 WILLIAM T MORRISSEY BLVD, BOSTON, BOSTON, MA, 02125"
EJYZLNX498Q1,3800 MAIN ST STE E NA DALLAS TX 75226,5FAA1,GENESIS SCHOOLS,NA,3800 MAIN ST STE E,NA,DALLAS,TX,75226,1281,USA,30,NA,2A,0002,12~H6,611110,0001,611110N,0000,NA,NA,NA,NA,NA,32.7859738,-96.7726227,"3800 MAIN ST STE E, DALLAS, DALLAS, TX, 75226"
ELFMWWV7WVM9,1401 JOHN F KENNEDY BLVD STE 1430 NA PHILADELPHIA PA 19102,4Y0T0,CITY OF PHILADELPHIA,MANAGING DIRECTOR'S OFFICE,1401 JOHN F KENNEDY BLVD STE 1430,NA,PHILADELPHIA,PA,19102,1602,USA,03,http://www.phila.gov,2A,0002,12~C8,NA,0000,NA,0000,NA,NA,NA,NA,NA,39.9541025,-75.1644256,"1401 JOHN F KENNEDY BLVD STE 1430, PHILADELPHIA, PHILADELPHIA, PA, 19102"
ERAMRH53K2Y7,1980 W BROAD ST FL 4 COLUMBUS OH 43223,1X8L9,OHIO DEPARTMENT OF TRANSPORTATION,NA,1980 W BROAD ST,FL 4,COLUMBUS,OH,43223,1102,USA,15,NA,2A,0001,2F,NA,0000,NA,0000,NA,NA,NA,NA,NA,39.9592252,-83.0545874,"1980 W BROAD ST, COLUMBUS, COLUMBUS, OH, 43223"
ERCUDJSJLE61,13-15 LINDEN AVE E STE 100 JERSEY CITY NJ 07305,5KYW4,JERSEY CITY MUNICIPAL UTILITIES AUTHORITY,JCMUA,13-15 LINDEN AVE E,STE 100,JERSEY CITY,NJ,07305,4969,USA,08,NA,2A,0002,12~C6,221320,0001,221320N,0000,NA,NA,NA,NA,NA,40.6886272,-74.09051339999999,"13-15 LINDEN AVE E, JERSEY CITY, JERSEY CITY, NJ, 07305"
ERDVLL5JN8J5,2013 RIDGE AVE FL 5 PHILADELPHIA PA 19121,3L1L4,PHILADELPHIA HOUSING AUTHORITY,NA,2013 RIDGE AVE,FL 5,PHILADELPHIA,PA,19121,4113,USA,03,http://www.pha.phila.gov,2A,0004,12~8B~C7~C8,925110,0004,611430N~624120N~624190N~925110N,0000,NA,NA,NA,NA,NA,39.9767389,-75.16891559999999,"2013 RIDGE AVE, PHILADELPHIA, PHILADELPHIA, PA, 19121"
ERLAFDN1KNL1,101 E KANSAS ST NA LIBERTY MO 64068,5KFV3,CITY OF LIBERTY,NA,101 E KANSAS ST,NA,LIBERTY,MO,64068,2313,USA,06,NA,2A,0003,12~C6~C8,NA,0000,NA,0000,NA,NA,NA,NA,NA,39.2459114,-94.4187314,"101 E KANSAS ST, LIBERTY, LIBERTY, MO, 64068"
ERNFNNUMSGK1,200 W WASHINGTON ST # 16 NA PHOENIX AZ 85003,6A4B8,PHOENIX PARKS & REC DEPT,NA,200 W WASHINGTON ST # 16,NA,PHOENIX,AZ,85003,1611,USA,03,http://phoenix.gov/index.html,2A,0002,12~C8,NA,0000,NA,0000,NA,NA,NA,NA,NA,33.4488291,-112.0772306,"200 W WASHINGTON ST # 16, PHOENIX, PHOENIX, AZ, 85003"
ES9MY4JB3178,4900 CURRY RD NA PITTSBURGH PA 15236,5WE62,BALDWIN-WHITEHALL SCHOOL DISTRICT (INC),NA,4900 CURRY RD,NA,PITTSBURGH,PA,15236,1817,USA,12,NA,2A,0002,12~H6,NA,0000,NA,0000,NA,NA,NA,NA,NA,40.3527881,-79.9942209,"4900 CURRY RD, PITTSBURGH, PITTSBURGH, PA, 15236"
ESCCDHZ1QL27,1300 SW 15TH ST NA OKLAHOMA CITY OK 73108,927E1,WESTERN GATEWAY ELEMENTARY SCHOOL INC,NA,1300 SW 15TH ST,NA,OKLAHOMA CITY,OK,73108,7206,USA,03,NA,2A,0002,12~H6,NA,0000,NA,0000,NA,NA,NA,NA,NA,35.4494332,-97.5345971,"1300 SW 15TH ST, OKLAHOMA CITY, OKLAHOMA CITY, OK, 73108"
ESLGZM4Q3UK5,169 ASHLEY AVE NA CHARLESTON SC 29425,3XMM6,MEDICAL UNIVERSITY OF SOUTH CAROLINA,NA,169 ASHLEY AVE,NA,CHARLESTON,SC,29425,8905,USA,06,NA,2A,0003,2F~M8~OH,622110,0001,622110N,0000,NA,NA,NA,NA,NA,32.784352,-79.946823,"169 ASHLEY AVE, CHARLESTON, CHARLESTON, SC, 29425"
ESYAYXNJYTD9,1111 SUPERIOR AVE E STE 1800 NA CLEVELAND OH 44114,4D8K3,CLEVELAND MUNICIPAL SCHOOL DISTRICT,NA,1111 SUPERIOR AVE E STE 1800,NA,CLEVELAND,OH,44114,2500,USA,11,www.clevelandmetroschools.org,2A,0002,12~H6,NA,0000,NA,0000,NA,NA,NA,NA,NA,41.50351550000001,-81.68692130000001,"1111 SUPERIOR AVE E STE 1800, CLEVELAND, CLEVELAND, OH, 44114"
ET6PFZ2GC1M7,"2700 F STREET, NW NA WASHINGTON DC 20566",1QB62,JOHN F KENNEDY CENTER FOR THE PERFORMING ARTS,"KENNEDY CENTER, THE","2700 F STREET, NW",NA,WASHINGTON,DC,20566,NA,USA,98,NA,2A,0001,2R,711190,0001,711190N,0000,NA,NA,NA,NA,NA,38.8960394,-77.055673,"2700 F STREET, NW, WASHINGTON, WASHINGTON, DC, 20566"
ETDQGJPCYSV8,9760 S MCCARRAN BLVD NA RENO NV 89523,3LRL1,US DISTRICT COURT WATER MASTER,NA,9760 S MCCARRAN BLVD,NA,RENO,NV,89523,9203,USA,02,NA,2A,0001,12,921110,0001,921110N,0000,NA,NA,NA,NA,NA,39.5177038,-119.8597745,"9760 S MCCARRAN BLVD, RENO, RENO, NV, 89523"
ETH1YF2HKA36,901 N 10TH ST NA MILWAUKEE WI 53233,5A0J1,MILWAUKEE COUNTY DEPARTMENT OF TRANSPORTATION,NA,901 N 10TH ST,NA,MILWAUKEE,WI,53233,1435,USA,04,NA,2A,0004,12~C7~TR~TW,NA,0000,NA,0000,NA,NA,NA,NA,NA,43.0414735,-87.9241163,"901 N 10TH ST, MILWAUKEE, MILWAUKEE, WI, 53233"
ETHCBFPWYNK1,201 S MAIN ST NA GODDARD KS 67052,5CNU2,GODDARD PUBLIC SCHOOLS,NA,201 S MAIN ST,NA,GODDARD,KS,67052,8772,USA,04,NA,2A,0002,12~H6,NA,0000,NA,0000,NA,NA,NA,NA,NA,37.6557944,-97.5758068,"201 S MAIN ST, GODDARD, GODDARD, KS, 67052"
ETKMKZJ6RGB7,945 BRYANT ST NA SAN FRANCISCO CA 94103,60GB8,CITY & COUNTY OF SAN FRANCISCO ADULT PROBATION DEPARTMENT,NA,945 BRYANT ST,NA,SAN FRANCISCO,CA,94103,4523,USA,11,NA,2A,0003,12~C7~C8,922150,0001,922150N,0000,NA,NA,NA,NA,NA,37.7733676,-122.4054551,"945 BRYANT ST, SAN FRANCISCO, SAN FRANCISCO, CA, 94103"
ETN6DJJGBYX7,1111 VAN NESS AVE NA FRESNO CA 93721,3KRS9,FRESNO COUNTY SUPERINTENDENT OF SCHOOLS,FRESNO CO SUPERINTENDENT OF SCHOOLS,1111 VAN NESS AVE,NA,FRESNO,CA,93721,2002,USA,21,NA,2A,0005,12~C7~GW~H6~M8,611710,0002,611710N~923110N,0001,9999,NA,NA,NA,NA,36.7358858,-119.7907235,"1111 VAN NESS AVE, FRESNO, FRESNO, CA, 93721"
ETQJUFXLGLY5,700 5TH AVE STE 2700 NA SEATTLE WA 98104,3ZTZ2,CITY OF SEATTLE DEPARTMENT OF INFORMATION TECHNOLOGY,NA,700 5TH AVE STE 2700,NA,SEATTLE,WA,98104,5065,USA,07,http://seattle.gov,2A,0002,12~C8,541519,0001,541519E,0000,NA,NA,NA,NA,NA,47.6049844,-122.3294883,"700 5TH AVE STE 2700, SEATTLE, SEATTLE, WA, 98104"
ETTJKDQJE9W5,350 N STATE ST NA SALT LAKE CITY UT 84114,31HQ2,EXECUTIVE OFFICE OF STATE OF UTAH,NA,350 N STATE ST,NA,SALT LAKE CITY,UT,84114,0002,USA,01,https://gopb.utah.gov,2A,0001,2F,NA,0000,NA,0000,NA,NA,NA,NA,NA,40.7774072,-111.8882961,"350 N STATE ST, SALT LAKE CITY, SALT LAKE CITY, UT, 84114"
EU9TEAB1ELH8,1311 BRANDYWINE BLVD NA WILMINGTON DE 19809,65NV3,BRANDYWINE SCHOOL DISTRICT,NA,1311 BRANDYWINE BLVD,NA,WILMINGTON,DE,19809,2306,USA,00,NA,2A,0004,12~2F~86~H6,NA,0000,NA,0000,NA,NA,NA,NA,NA,39.769911,-75.49494609999999,"1311 BRANDYWINE BLVD, WILMINGTON, WILMINGTON, DE, 19809"
EUKECMNNDJL4,11 N 3RD STREET NA JACKSONVILLE BEACH FL 32250,1TGG7,CITY OF JACKSONVILLE BEACH,NA,11 N 3RD STREET,NA,JACKSONVILLE BEACH,FL,32250,6951,USA,05,NA,2A,0002,12~C8,921190,0001,921190N,0000,NA,NA,NA,NA,NA,30.2992927,-81.39407159999999,"11 N 3RD STREET, JACKSONVILLE BEACH, JACKSONVILLE BEACH, FL, 32250"
EUMBAJXCY2M1,1001 REP JOHN LEWIS WAY N NA NASHVILLE TN 37219,4VSQ7,STATE LIBRARY & ARCHIVES TENNESSEE,NA,1001 REP JOHN LEWIS WAY N,NA,NASHVILLE,TN,37219,1115,USA,07,sos.tn.gov/tsla,2A,0001,2F,NA,0000,NA,0000,NA,NA,NA,NA,NA,36.1735133,-86.7872699,"1001 REP JOHN LEWIS WAY N, NASHVILLE, NASHVILLE, TN, 37219"
EUPZG1KE87J9,125 PRESUMPSCOT ST NA PORTLAND ME 04103,48JZ6,JUDICIARY COURTS OF THE STATE OF MAINE,JUDICAL DEPARTMENT,125 PRESUMPSCOT ST,NA,PORTLAND,ME,04103,5225,USA,01,NA,2A,0001,2F,922110,0001,922110N,0000,NA,NA,NA,NA,NA,43.6855353,-70.25951669999999,"125 PRESUMPSCOT ST, PORTLAND, PORTLAND, ME, 04103"
EVA9NVGH2K85,4200 SMITH SCHOOL RD NA AUSTIN TX 78744,0D4V9,TEXAS PARKS AND WILDLIFE DEPARTMENT,NA,4200 SMITH SCHOOL RD,NA,AUSTIN,TX,78744,3218,USA,35,http://www.tpwd.texas.gov,2A,0001,2F,813312,0002,813312N~924120N,0000,NA,NA,NA,NA,NA,30.1927581,-97.7153718,"4200 SMITH SCHOOL RD, AUSTIN, AUSTIN, TX, 78744"
EVCKY3N399J5,655 STILLMAN ST NA BRIDGEPORT CT 06608,4BKK3,BRIDGEPORT SCHOOL DIST,NA,655 STILLMAN ST,NA,BRIDGEPORT,CT,06608,1331,USA,04,NA,2A,0002,12~H6,611110,0001,611110N,0001,M1CA,NA,NA,NA,NA,41.1926125,-73.17603249999999,"655 STILLMAN ST, BRIDGEPORT, BRIDGEPORT, CT, 06608"
EVFFKS9KJAN8,23290 VALENCIA BLVD NA SANTA CLARITA CA 91355,55H21,CITY OF SANTA CLARITA,NA,23290 VALENCIA BLVD,NA,SANTA CLARITA,CA,91355,1714,USA,27,www.santa-clarita.com,2A,0003,12~C6~C8,NA,0000,NA,0000,NA,NA,NA,NA,NA,34.4223238,-118.5460502,"23290 VALENCIA BLVD, SANTA CLARITA, SANTA CLARITA, CA, 91355"
EVGUCTEADA28,397 AZALEA AVE NA RICHMOND VA 23227,6Y778,VIRGINIA DEPARTMENT FOR BLIND & VISION IMPAIRED,NA,397 AZALEA AVE,NA,RICHMOND,VA,23227,3623,USA,04,NA,2A,0001,2F,624120,0003,624120N~624190N~722514N,0004,G004~G099~M1FD~U006,NA,NA,NA,NA,37.6020905,-77.4351968,"397 AZALEA AVE, RICHMOND, RICHMOND, VA, 23227"
EVQTXXMR4D39,2020 MCKINNEY ST NA HOUSTON TX 77003,4HD80,"HOUSTON, CITY OF",PARKHOUSTON,2020 MCKINNEY ST,NA,HOUSTON,TX,77003,3529,USA,18,http://www.houstonparking.org,2A,0002,12~C8,NA,0000,NA,0000,NA,NA,NA,NA,NA,29.75110129999999,-95.35614439999999,"2020 MCKINNEY ST, HOUSTON, HOUSTON, TX, 77003"
EVRWVW4QEL48,2305 8TH AVE N NA BILLINGS MT 59101,4BKJ3,CITY OF BILLINGS,NA,2305 8TH AVE N,NA,BILLINGS,MT,59101,1018,USA,02,NA,2A,0002,12~C8,NA,0000,NA,0000,NA,NA,NA,NA,NA,45.7912282,-108.506294,"2305 8TH AVE N, BILLINGS, BILLINGS, MT, 59101"
EVVNRGGPCJ54,400 ROYAL ST STE 1190 NEW ORLEANS LA 70130,4MMT2,THE SUPREME COURT OF LOUISIANA,NA,400 ROYAL ST,STE 1190,NEW ORLEANS,LA,70130,8102,USA,02,http://www.lasc.org,2A,0001,2F,NA,0000,NA,0000,NA,NA,NA,NA,NA,29.9556528,-90.06595449999999,"400 ROYAL ST, NEW ORLEANS, NEW ORLEANS, LA, 70130"
EVYLMEJEYHP8,1630 ABBOTT RD NA BUFFALO NY 14218,4MKX9,CITY OF LACKAWANNA,NA,1630 ABBOTT RD,NA,BUFFALO,NY,14218,2937,USA,23,NA,2A,0002,12~C8,NA,0000,NA,0000,NA,NA,NA,NA,NA,42.8204572,-78.8015581,"1630 ABBOTT RD, BUFFALO, BUFFALO, NY, 14218"
